শাংথনা	ꯁꯥꯡꯊꯅꯥ
অদানানা	ꯑꯗꯥꯅꯥꯅꯥ
ক্লাইমেট	ꯀ꯭ꯂꯥꯢꯃꯦꯠ
শামুদুনা	ꯁꯥꯃꯨꯗꯨꯅꯥ
একাউন্টতা	ꯑꯦꯀꯥꯎꯟ꯭ꯇꯇꯥ
লক্সা	ꯂꯛꯁꯥ
সেলুলোইদ	ꯁꯦꯂꯨꯂꯣꯢꯗ
পোকখায়হনবনি	ꯄꯣꯛꯈꯥꯢꯍꯟꯕꯅꯤ
মুদা	ꯃꯨꯗꯥ
তেন্থা	ꯇꯦꯟꯊꯥ
খোমদ্রামনা	ꯈꯣꯝꯗ꯭ꯔꯥꯝꯅꯥ
লৈতাহন্নবগী	ꯂꯩꯇꯥꯍꯟꯅꯕꯒꯤ
লোইশিনহন্নবগীদমক	ꯂꯣꯢꯁꯤꯟꯍꯟꯅꯕꯒꯤꯗꯃꯛ
তিল্হন্বীয়ু	ꯇꯤꯜꯍꯟꯕꯤꯌꯨ
খারসৱান	ꯈꯥꯔꯁꯋꯥꯟ
সেক্যুরিতিগী	ꯁꯦꯀ꯭ꯌꯨꯔꯤꯇꯤꯒꯤ
উপু	ꯎꯄꯨ
মীয়াম্	ꯃꯤꯌꯥꯝ
নেটৱার্কতগী	ꯅꯦꯇꯥꯋꯥꯔ꯭ꯀꯇꯒꯤ
বিদ্যাঞ্জলি	ꯕꯤꯗ꯭ꯌꯥꯟꯖꯂꯤ
পাংশিন্নবগী	ꯄꯥꯡꯁꯤꯟꯅꯕꯒꯤ
শাইজিন	ꯁꯥꯢꯖꯤꯟ
লোনচৎ	ꯂꯣꯟꯆꯠ
নাতোগী	ꯅꯥꯇꯣꯒꯤ
দাইরিংগী	ꯗꯥꯢꯔꯤꯡꯒꯤ
খুদোংথিবশিংদগী	ꯈꯨꯗꯣꯡꯊꯤꯕꯁꯤꯡꯗꯒꯤ
শান্তিরক্সা	ꯁꯥꯟꯇꯤꯔꯛꯁꯥ
চান্নগদবা	ꯆꯥꯟꯅꯒꯗꯕꯥ
তল্লি	ꯇꯜꯂꯤ
তোকখিবদগী	ꯇꯣꯛꯈꯤꯕꯗꯒꯤ
ওইগদবনি	ꯑꯣꯢꯒꯗꯕꯅꯤ
ভিক্তোরি	ꯚꯤꯛꯇꯣꯔꯤ
ৱেষ্টতনা	ꯋꯦꯁ꯭ꯇꯇꯅꯥ
কূন্দুনা	ꯀꯨꯟꯗꯨꯅꯥ
মঙাংচাদি	ꯃꯉꯥꯡꯆꯥꯗꯤ
শাত্খি	ꯁꯥꯠꯈꯤ
মপানা	ꯃꯄꯥꯅꯥ
মৈদানদা	ꯃꯩꯗꯥꯟꯗꯥ
খুম্মক্তরে	ꯈꯨꯝꯃꯛꯇꯔꯦ
য়াংশিলহন্নবা	ꯌꯥꯡꯁꯤꯜꯍꯟꯅꯕꯥ
কন্সেন্ত্রেটর	ꯀꯟꯁꯦꯟꯇ꯭ꯔꯦꯇꯔ
উনাদবোইরে	ꯎꯅꯥꯗꯕꯣꯢꯔꯦ
লংকা	ꯂꯪꯀꯥ
কনসেস্নেল	ꯀꯟꯁꯦꯁꯅꯦꯜ
শ্রীলঙ্কানা	ꯁ꯭ꯔꯤꯂꯪꯀꯥꯅꯥ
এফশিংনা	ꯑꯦꯐꯁꯤꯡꯅꯥ
আলকোলিজম	ꯑꯥꯜꯀꯣꯂꯤꯖꯝ
চান্সেল্লরগা	ꯆꯥꯟꯁꯦꯜꯂꯔꯒꯥ
উনবীয়ু	ꯎꯟꯕꯤꯌꯨ
মাংহল্লকপা	ꯃꯥꯡꯍꯜꯂꯛꯄꯥ
চত্থরগনি	ꯆꯠꯊꯔꯒꯅꯤ
শেত্চিন	ꯁꯦꯠꯆꯤꯟ
ভারত্তিঘোসনা	ꯚꯥꯔꯠꯇꯤꯘꯣꯁꯅꯥ
মাইনোরিতিশিংগীদমক	ꯃꯥꯢꯅꯣꯔꯤꯇꯤꯁꯤꯡꯒꯤꯗꯃꯛ
ধেরাদুন	ꯙꯦꯔꯥꯗꯨꯟ
ফোঙবা	ꯐꯣꯉꯕꯥ
নিংখায়বদগী	ꯅꯤꯡꯈꯥꯢꯕꯗꯒꯤ
ৱারক্কী	ꯋꯥꯔꯛꯀꯤ
নেমথরক্লি	ꯅꯦꯝꯊꯔꯛꯂꯤ
ইনজেক্সন	ꯏꯟꯖꯦꯛꯁꯟ
এলাইয়েন্স	ꯑꯦꯂꯥꯢꯌꯦꯟ꯭ꯁ
কাপথোক্নরি	ꯀꯥꯞꯊꯣꯛꯅꯔꯤ
পানেরি	ꯄꯥꯅꯦꯔꯤ
এঞ্ছাং	ꯑꯦꯟꯁꯥꯡ
তাউথবী	ꯇꯥꯎꯊꯕꯤ
য়াত্রিকশিং	ꯌꯥꯇ꯭ꯔꯤꯛꯁꯤꯡ
পুথোকলি	ꯄꯨꯊꯣꯀꯂꯤ
প্রোটোকোলশিং	ꯄ꯭ꯔꯣꯇꯣꯀꯣꯜꯁꯤꯡ
কমত্রোল্লর	ꯀꯝꯇ꯭ꯔꯣꯜꯂꯔ
নশা	ꯅꯁꯥ
থোরকখিদে	ꯊꯣꯔꯛꯈꯤꯗꯦ
রেঙ্কিংকী	ꯔꯦꯡꯀꯤꯡꯀꯤ
মতোন্	ꯃꯇꯣꯟ
নয়নি	ꯅꯌꯅꯤ
সঞ্জেনথোংদা	ꯁꯟꯖꯦꯟꯊꯣꯡꯗꯥ
তাঞ্জাদি	ꯇꯥꯟꯖꯥꯗꯤ
মতুংদসু	ꯃꯇꯨꯡꯗꯁꯨ
জলালনা	ꯖꯂꯥꯜꯅꯥ
শৌগৎমীন্নগদবনি	ꯁꯧꯒꯠꯃꯤꯟꯅꯒꯗꯕꯅꯤ
বিজয়	ꯕꯤꯖꯌ
শেনমীৎলোনদা	ꯁꯦꯟꯃꯤꯠꯂꯣꯟꯗꯥ
থৌরক্লিবা	ꯊꯧꯔꯛꯂꯤꯕꯥ
চুমথোক্তুনা	ꯆꯨꯝꯊꯣꯛꯇꯨꯅꯥ
শেত্পা	ꯁꯦꯠꯄꯥ
শ্রীকান্তনা	ꯁ꯭ꯔꯤꯀꯥꯟ꯭ꯇꯅꯥ
লৈতরবোইরে	ꯂꯩꯇꯔꯕꯣꯢꯔꯦ
লায়থোকহনবা	ꯂꯥꯢꯊꯣꯛꯍꯟꯕꯥ
মেনেজমেন্টতা	ꯃꯦꯅꯦꯖꯃꯦꯟ꯭ꯇꯇꯥ
তৌথোকপীনবা	ꯇꯧꯊꯣꯛꯄꯤꯅꯕꯥ
কাউথোকপীবগুম	ꯀꯥꯎꯊꯣꯛꯄꯤꯕꯒꯨꯝ
পুংকক	ꯄꯨꯡꯀꯛ
হোল্ডরশিংদা	ꯍꯣꯜꯗꯔꯁꯤꯡꯗꯥ
য়াওশিনবগী	ꯌꯥꯎꯁꯤꯟꯕꯒꯤ
তোকলসি	ꯇꯣꯛꯂꯁꯤ
ঙসিসিমক্	ꯉꯁꯤꯁꯤꯃꯛ
ফাওবদনা	ꯐꯥꯎꯕꯗꯅꯥ
বালাদা	ꯕꯥꯂꯥꯗꯥ
কোইরুক	ꯀꯣꯢꯔꯨꯛ
দাবোলিনগী	ꯗꯥꯕꯣꯂꯤꯟꯒꯤ
পূকৈ	ꯄꯨꯀꯩ
নিশা	ꯅꯤꯁꯥ
জানসেন	ꯖꯥꯟꯁꯦꯟ
হরাওফমদা	ꯍꯔꯥꯎꯐꯝꯗꯥ
গোবানা	ꯒꯣꯕꯥꯅꯥ
মরিংজেল	ꯃꯔꯤꯡꯖꯦꯜ
কৎথোকপগা	ꯀꯠꯊꯣꯛꯄꯒꯥ
দিল্লিদগী	ꯗꯤꯜꯂꯤꯗꯒꯤ
চাংদগী	ꯆꯥꯡꯗꯒꯤ
খঙহৌদ্রবা	ꯈꯪꯍꯧꯗ꯭ꯔꯕꯥ
কিহল্লম্বা	ꯀꯤꯍꯜꯂꯝꯕꯥ
কোক্লিবা	ꯀꯣꯛꯂꯤꯕꯥ
মোরিগাউ	ꯃꯣꯔꯤꯒꯥꯎ
ওৎপী	ꯑꯣꯠꯄꯤ
কনফিদেন্স	ꯀꯟꯐꯤꯗꯦꯟ꯭ꯁ
পৈরেদো	ꯄꯩꯔꯦꯗꯣ
কলেজ	ꯀꯂꯦꯖ
নায়রনা	ꯅꯥꯢꯔꯅꯥ
মতমদুগী	ꯃꯇꯝꯗꯨꯒꯤ
থাহন্নবা	ꯊꯥꯍꯟꯅꯕꯥ
চোংশিন্দুনা	ꯆꯣꯡꯁꯤꯟꯗꯨꯅꯥ
অমিক্কী	ꯑꯃꯤꯛꯀꯤ
গুদৱারা	ꯒꯨꯗꯋꯥꯔꯥ
চোংথা	ꯆꯣꯡꯊꯥ
বুংলোন	ꯕꯨꯡꯂꯣꯟ
এক্ত্রেস	ꯑꯦꯛꯇ꯭ꯔꯦꯁ
অঙান্বা	ꯑꯉꯥꯟꯕꯥ
লৌশিংনা	ꯂꯧꯁꯤꯡꯅꯥ
ইন্তরপ্রিতেসন	ꯏꯟꯇꯔꯄ꯭ꯔꯤꯇꯦꯁꯟ
এৱার্দকী	ꯑꯦꯋꯥꯔ꯭ꯗꯀꯤ
শক্তিশিং	ꯁꯛꯇꯤꯁꯤꯡ
স্ম্রিতি	ꯁ꯭ꯃ꯭ꯔꯤꯇꯤ
লোইনখি	ꯂꯣꯢꯅꯈꯤ
পুইচি	ꯄꯨꯢꯆꯤ
নোরেন্দ্রো	ꯅꯣꯔꯦꯟꯗ꯭ꯔꯣ
চুংশিন্নবা	ꯆꯨꯡꯁꯤꯟꯅꯕꯥ
ময়াংখাংদা	ꯃꯌꯥꯡꯈꯥꯡꯗꯥ
য়েংঙো	ꯌꯦꯡꯉꯣ
তৌমীন্নরি	ꯇꯧꯃꯤꯟꯅꯔꯤ
নৈনগদবনি	ꯅꯩꯅꯒꯗꯕꯅꯤ
পুল্লরে	ꯄꯨꯜꯂꯔꯦ
এফিয়র্সনা	ꯑꯦꯐꯤꯌꯔ꯭ꯁꯅꯥ
চাউখৎলক্লিবা	ꯆꯥꯎꯈꯠꯂꯛꯂꯤꯕꯥ
হাপচিল্লকপনি	ꯍꯥꯞꯆꯤꯜꯂꯛꯄꯅꯤ
শেম্লবা	ꯁꯦꯝꯂꯕꯥ
শিরুই	ꯁꯤꯔꯨꯢ
হেল্পরশিং	ꯍꯦꯜꯄꯔꯁꯤꯡ
থাঙ	ꯊꯥꯉ
মরুম্শিংদু	ꯃꯔꯨꯝꯁꯤꯡꯗꯨ
লৈমীন্নবা	ꯂꯩꯃꯤꯟꯅꯕꯥ
রেষ্টলর	ꯔꯦꯁ꯭ꯇꯂꯔ
য়াইসা	ꯌꯥꯢꯁꯥ
লেব	ꯂꯦꯕ
পিএম	ꯄꯤꯑꯦꯡ
য়াওরিবগে	ꯌꯥꯎꯔꯤꯕꯒꯦ
তারকপদা	ꯇꯥꯔꯛꯄꯗꯥ
বঙ্কেট	ꯕꯪꯀꯦꯠ
নম্ফুদা	ꯅꯝꯐꯨꯗꯥ
তিকেত	ꯇꯤꯀꯦꯠ
খুন্জাশিংদা	ꯈꯨꯟꯖꯥꯁꯤꯡꯗꯥ
চিলদ্রেননা	ꯆꯤꯜꯗ꯭ꯔꯦꯟꯅꯥ
এদুকেসনগা	ꯑꯦꯗꯨꯀꯦꯁꯟꯒꯥ
মীহেন্বা	ꯃꯤꯍꯦꯟꯕꯥ
পীবিরক্লবোইরে	ꯄꯤꯕꯤꯔꯛꯂꯕꯣꯢꯔꯦ
থারিবা	ꯊꯥꯔꯤꯕꯥ
ধনশ্যাম	ꯙꯟꯁ꯭ꯌꯥꯝ
হেল্লবদি	ꯍꯦꯜꯂꯕꯗꯤ
লান্দে	ꯂꯥꯟꯗꯦ
শঙ্গিল	ꯁꯪꯒꯤꯜ
প্রিকোকুন	ꯄ꯭ꯔꯤꯀꯣꯀꯨꯟ
কাঙ্দ্রুম্গবুদি	ꯀꯥꯡꯗ꯭ꯔꯨꯝꯒꯕꯨꯗꯤ
কাহনগনি	ꯀꯥꯍꯟꯒꯅꯤ
দোনেসন	ꯗꯣꯅꯦꯁꯟ
নাৎকী	ꯅꯥꯠꯀꯤ
ইম্ফলগী	ꯏꯝꯐꯜꯒꯤ
ইন্নোভেতরশিং	ꯏꯟꯅꯣꯚꯦꯇꯔꯁꯤꯡ
দ্রিসতি	ꯗ꯭ꯔꯤꯁꯇꯤ
হাওবম	ꯍꯥꯎꯕꯝ
পাম্বোম	ꯄꯥꯝꯕꯣꯝ
গেজেদতা	ꯒꯦꯖꯦꯗꯇꯥ
থোইদুনা	ꯊꯣꯢꯗꯨꯅꯥ
ওফিস	ꯑꯣꯐꯤꯁ
ফোরটিসভে	ꯐꯣꯔꯇꯤꯁꯚꯦ
লাইরেল্না	ꯂꯥꯢꯔꯦꯜꯅꯥ
নেস্নেলাইজেসন	ꯅꯦꯁꯅꯦꯂꯥꯢꯖꯦꯁꯟ
জন্মষ্টমীগী	ꯖꯟꯃꯁ꯭ꯇꯃꯤꯒꯤ
চেলহনবসু	ꯆꯦꯜꯍꯟꯕꯁꯨ
লম্বীনি	ꯂꯝꯕꯤꯅꯤ
সরতচন্দ্রনা	ꯁꯔꯠꯆꯟꯗ꯭ꯔꯅꯥ
চোল্লে	ꯆꯣꯜꯂꯦ
জয়শঙ্কারনা	ꯖꯌꯁꯪꯀꯥꯔꯅꯥ
ফত্তবশিং	ꯐꯠꯇꯕꯁꯤꯡ
মেটকী	ꯃꯦꯠꯀꯤ
মপান্দগীনি	ꯃꯄꯥꯟꯗꯒꯤꯅꯤ
বেনারস	ꯕꯦꯅꯥꯔꯁ
তোকখ্রে	ꯇꯣꯛꯈ꯭ꯔꯦ
হৈরে	ꯍꯩꯔꯦ
কন্ত্রিগী	ꯀꯟꯇ꯭ꯔꯤꯒꯤ
এম্পৱারমেন্টকী	ꯑꯦꯝꯄꯋꯥꯔꯃꯦꯟ꯭ꯇꯀꯤ
পারাগুৱে	ꯄꯥꯔꯥꯒꯨꯋꯦ
তাদবমখৈ	ꯇꯥꯗꯕꯝꯈꯩ
ফাষ্ট	ꯐꯥꯁ꯭ꯇ
চঙ্খিদ্রবোইরে	ꯆꯪꯈꯤꯗ꯭ꯔꯕꯣꯢꯔꯦ
শিবরাজ	ꯁꯤꯕꯔꯥꯖ
ঙমখিবগীদমকসু	ꯉꯝꯈꯤꯕꯒꯤꯗꯃꯛꯁꯨ
আকানি	ꯑꯥꯀꯥꯅꯤ
লোইশিনহল্লম্বদু	ꯂꯣꯢꯁꯤꯟꯍꯜꯂꯝꯕꯗꯨ
তোকতেনা	ꯇꯣꯛꯇꯦꯅꯥ
নুপাদু	ꯅꯨꯄꯥꯗꯨ
সাহনা	ꯁꯥꯍꯅꯥ
মচাকশিংগী	ꯃꯆꯥꯛꯁꯤꯡꯒꯤ
হোন্বা	ꯍꯣꯟꯕꯥ
প্রমোসন	ꯄ꯭ꯔꯃꯣꯁꯟ
নুংনাংনিঙাই	ꯅꯨꯡꯅꯥꯡꯅꯤꯉꯥꯢ
ইয়ারপোর্টতগী	ꯏꯌꯥꯔꯄꯣꯔ꯭ꯇꯇꯒꯤ
নোংমাইথেম	ꯅꯣꯡꯃꯥꯢꯊꯦꯝ
বিহেবোরেল	ꯕꯤꯍꯦꯕꯣꯔꯦꯜ
স্কিলশিংদনা	ꯁ꯭ꯀꯤꯜꯁꯤꯡꯗꯅꯥ
মেন্দুনা	ꯃꯦꯟꯗꯨꯅꯥ
য়েন্বাগী	ꯌꯦꯟꯕꯥꯒꯤ
পাক্লক্লবা	ꯄꯥꯛꯂꯛꯂꯕꯥ
কোসবিহারগী	ꯀꯣꯁꯕꯤꯍꯥꯔꯒꯤ
ইম্ফাাল	ꯏꯝꯐꯥꯜ
মোৎশিলহনবা	ꯃꯣꯠꯁꯤꯜꯍꯟꯕꯥ
ময়াগী	ꯃꯌꯥꯒꯤ
অমাংবদু	ꯑꯃꯥꯡꯕꯗꯨ
পুরম্বগীদমক	ꯄꯨꯔꯝꯕꯒꯤꯗꯃꯛ
হায়্রিবা	ꯍꯥꯢꯔꯤꯕꯥ
হোষ্টেলশিং	ꯍꯣꯁꯇꯦꯜꯁꯤꯡ
শাংদোকখি	ꯁꯥꯡꯗꯣꯛꯈꯤ
ফেক্তা	ꯐꯦꯛꯇꯥ
পুখৎলকনবসু	ꯄꯨꯈꯠꯂꯛꯅꯕꯁꯨ
খুদোল্	ꯈꯨꯗꯣꯜ
ৱাখল্দি	ꯋꯥꯈꯜꯗꯤ
ফিনিরগা	ꯐꯤꯅꯤꯔꯒꯥ
চনৈনবা	ꯆꯅꯩꯅꯕꯥ
রিজন	ꯔꯤꯖꯟ
থ্রিগা	ꯊ꯭ꯔꯤꯒꯥ
অপাইবি	ꯑꯄꯥꯢꯕꯤ
হায়্বিয়ুবা	ꯍꯥꯢꯕꯤꯌꯨꯕꯥ
কন্সোরতিয়ম	ꯀꯟꯁꯣꯔꯇꯤꯌꯝ
ৱায়্জগে	ꯋꯥꯢꯖꯒꯦ
চাক্তারিবা	ꯆꯥꯛꯇꯥꯔꯤꯕꯥ
জোনশিংদদি	ꯖꯣꯟꯁꯤꯡꯗꯗꯤ
ইকুবোক্তা	ꯏꯀꯨꯕꯣꯛꯇꯥ
হাত্তোক্লে	ꯍꯥꯠꯇꯣꯛꯂꯦ
প্রিথিবীগী	ꯄ꯭ꯔꯤꯊꯤꯕꯤꯒꯤ
দ্রগস	ꯗ꯭ꯔꯒꯁ
পঞ্চায়তি	ꯄꯟꯆꯥꯢꯇꯤ
লৈবাক্তংখায়	ꯂꯩꯕꯥꯛꯇꯪꯈꯥꯢ
থমলকপা	ꯊꯝꯂꯛꯄꯥ
ইরাংদা	ꯏꯔꯥꯡꯗꯥ
মুভানলাই	ꯃꯨꯚꯥꯟꯂꯥꯢ
হেপ্তুল্লা	ꯍꯦꯞꯇꯨꯜꯂꯥ
এরিয়াশিংগী	ꯑꯦꯔꯤꯌꯥꯁꯤꯡꯒꯤ
কাথুনিয়ানা	ꯀꯥꯊꯨꯅꯤꯌꯥꯅꯥ
হাক্কজবনচিংবা	ꯍꯥꯛꯀꯖꯕꯟꯆꯤꯡꯕꯥ
শিন্থা	ꯁꯤꯟꯊꯥ
পান্বা	ꯄꯥꯟꯕꯥ
কৈশামথোং	ꯀꯩꯁꯥꯃꯊꯣꯡ
হায়রক্লবদি	ꯍꯥꯢꯔꯛꯂꯕꯗꯤ
বোদিশিংগা	ꯕꯣꯗꯤꯁꯤꯡꯒꯥ
খঙ্দদুনা	ꯈꯪꯗꯗꯨꯅꯥ
বালেশ্বোর	ꯕꯥꯂꯦꯁ꯭ꯋꯣꯔ
একজামিনেসন	ꯑꯦꯛꯖꯥꯃꯤꯅꯦꯁꯟ
বিশ্বজিৎনা	ꯕꯤꯁ꯭ꯋꯖꯤꯠꯅꯥ
কুম্ম্যনিতি	ꯀꯨꯝꯃ꯭ꯌꯅꯤꯇꯤ
ওন্টরপ্রেনু্যয়রশিংদা	ꯑꯣꯟꯇꯔꯄ꯭ꯔꯦꯅꯨꯢꯌꯔꯁꯤꯡꯗꯥ
হৌদোঙদি	ꯍꯧꯗꯣꯡꯗꯤ
ফোটোদা	ꯐꯣꯇꯣꯗꯥ
চাউখৎহনবা	ꯆꯥꯎꯈꯠꯍꯟꯕꯥ
শেমজগদবনি	ꯁꯦꯝꯖꯒꯗꯕꯅꯤ
লেঙ্গোইজ	ꯂꯦꯡꯒꯣꯢꯖ
নত্তে	ꯅꯠꯇꯦ
তুয়েনশাং	ꯇꯨꯌꯦꯟꯁꯥꯡ
ৱাখন্দা	ꯋꯥꯈꯟꯗꯥ
কান্নবগী	ꯀꯥꯟꯅꯕꯒꯤ
জষ্টিসশিংনা	ꯖꯁꯇꯤꯁꯁꯤꯡꯅꯥ
মিনট	ꯃꯤꯅꯠ
দিল্লিদসু	ꯗꯤꯜꯂꯤꯗꯁꯨ
কাপনা	ꯀꯥꯞꯅꯥ
ভগৱাট	ꯚꯒꯋꯥꯠ
মৌপ্ৱাদো	ꯃꯧꯄ꯭ꯋꯥꯗꯣ
টেক্সতাইলস	ꯇꯦꯛ꯭ꯁꯇꯥꯢꯜꯁ
গারো	ꯒꯥꯔꯣ
পোইত্রি	ꯄꯣꯢꯇ꯭ꯔꯤ
মেক্সিকোগী	ꯃꯦꯛꯁꯤꯀꯣꯒꯤ
লুরিনজোতি	ꯂꯨꯔꯤꯟꯖꯣꯇꯤ
চুম্লবা	ꯆꯨꯝꯂꯕꯥ
সেন্টিনারি	ꯁꯦꯟꯇꯤꯅꯥꯔꯤ
টুগী	ꯇꯨꯒꯤ
বেল্লোট	ꯕꯦꯜꯂꯣꯠ
কিংস	ꯀꯤꯡꯁ
তেক্সি	ꯇꯦꯛꯁꯤ
সার্ভিসতি	ꯁꯥꯔꯚꯤꯁꯇꯤ
দে	ꯗꯦ
মশান্না	ꯃꯁꯥꯟꯅꯥ
ইমপোরটেন্স	ꯏꯝꯄꯣꯔꯇꯦꯟ꯭ꯁ
অন্তারা	ꯑꯟꯇꯥꯔꯥ
পম্না	ꯄꯝꯅꯥ
ষ্টেকহোল্ডরশিংগী	ꯁ꯭ꯇꯦꯛꯍꯣꯜꯗꯔꯁꯤꯡꯒꯤ
টেলিমেদিসিন	ꯇꯦꯂꯤꯃꯦꯗꯤꯁꯤꯟ
নর্সশিংনা	ꯅꯔ꯭ꯁꯁꯤꯡꯅꯥ
অখাম	ꯑꯈꯥꯝ
প্লেসিসনা	ꯄ꯭ꯂꯦꯁꯤꯁꯅꯥ
কন্দক্ট	ꯀꯟꯗꯛ꯭ꯇ
থেঙ্কস	ꯊꯦꯡ꯭ꯀꯁ
হেন্দিমেনশিংদসু	ꯍꯦꯟꯗꯤꯃꯦꯟꯁꯤꯡꯗꯁꯨ
লম্শাগী	ꯂꯝꯁꯥꯒꯤ
সংগ্রাহ	ꯁꯪꯒ꯭ꯔꯥꯍ
কেপতেন	ꯀꯦꯞꯇꯦꯟ
এমসুনা	ꯑꯦꯝꯁꯨꯅꯥ
উত্তরকাসি	ꯎꯠꯇꯔꯀꯥꯁꯤ
এসোসিয়েসননি	ꯑꯦꯁꯣꯁꯤꯌꯦꯁꯟꯅꯤ
ৱেরেকোনগসু	ꯋꯦꯔꯦꯀꯣꯟꯒꯁꯨ
চংশিন্নখ্রে	ꯆꯪꯁꯤꯟꯅꯈ꯭ꯔꯦ
এদমিনিষ্ট্রেটিভ	ꯑꯦꯗꯃꯤꯅꯤꯁꯇ꯭ꯔꯦꯇꯤꯚ
ওইগদৌরিবশিংগী	ꯑꯣꯢꯒꯗꯧꯔꯤꯕꯁꯤꯡꯒꯤ
খুদিংমক্কা	ꯈꯨꯗꯤꯡꯃꯛꯀꯥ
কোকহল্লগনি	ꯀꯣꯛꯍꯜꯂꯒꯅꯤ
তান্নখি	ꯇꯥꯟꯅꯈꯤ
পাইনবগীদমক	ꯄꯥꯢꯅꯕꯒꯤꯗꯃꯛ
ঙমদনা	ꯉꯝꯗꯅꯥ
শন্দোকখিবা	ꯁꯟꯗꯣꯛꯈꯤꯕꯥ
ফ্লোরেন্স	ꯐ꯭ꯂꯣꯔꯦꯟ꯭ꯁ
চত্খ্রবোই	ꯆꯠꯈ꯭ꯔꯕꯣꯢ
এথলিটশিংসু	ꯑꯦꯊꯂꯤꯇꯁꯤꯡꯁꯨ
লৌথোকপীনবা	ꯂꯧꯊꯣꯛꯄꯤꯅꯕꯥ
মীরাবাইদা	ꯃꯤꯔꯥꯕꯥꯢꯗꯥ
লূক্থনখি	ꯂꯨꯛꯊꯟꯈꯤ
দিভিজন্না	ꯗꯤꯚꯤꯖꯟꯅꯥ
সোনিনা	ꯁꯣꯅꯤꯅꯥ
সপতাহনা	ꯁꯞꯇꯥꯍꯅꯥ
হারদা	ꯍꯥꯔꯗꯥ
থাদগদবা	ꯊꯥꯗꯒꯗꯕꯥ
চাথোক্খিবা	ꯆꯥꯊꯣꯛꯈꯤꯕꯥ
এনগস	ꯑꯦꯟꯒꯁ
রেগুলেটরশিং	ꯔꯦꯒꯨꯂꯦꯇꯔꯁꯤꯡ
খুন্গে	ꯈꯨꯟꯒꯦ
চেন্জখ্রো	ꯆꯦꯟꯖꯈ꯭ꯔꯣ
দিসিপ্লিনরি	ꯗꯤꯁꯤꯄ꯭ꯂꯤꯅꯔꯤ
মমলিঙৈদগী	ꯃꯝꯂꯤꯉꯩꯗꯒꯤ
ওইরোই	ꯑꯣꯢꯔꯣꯢ
শ্রীনিভাসনা	ꯁ꯭ꯔꯤꯅꯤꯚꯥꯁꯅꯥ
সেলশিং	ꯁꯦꯜꯁꯤꯡ
পোরতেবিলিতি	ꯄꯣꯔꯇꯦꯕꯤꯂꯤꯇꯤ
দিপ্লোমা	ꯗꯤꯄ꯭ꯂꯣꯃꯥ
নুমিদাংৱাইর	ꯅꯨꯃꯤꯗꯥꯡꯋꯥꯢꯔ
খোগেন্দ্রজিৎনা	ꯈꯣꯒꯦꯟꯗ꯭ꯔꯖꯤꯠꯅꯥ
এসোসিএসনশিংদা	ꯑꯦꯁꯣꯁꯤꯑꯦꯁꯟꯁꯤꯡꯗꯥ
সমাতা	ꯁꯃꯥꯇꯥ
মোইরাংথেমবুসু	ꯃꯣꯢꯔꯥꯡꯊꯦꯝꯕꯨꯁꯨ
তৌদনবগী	ꯇꯧꯗꯅꯕꯒꯤ
পাই	ꯄꯥꯢ
তকশিনখিগনি	ꯇꯛꯁꯤꯟꯈꯤꯒꯅꯤ
থিনরক্লি	ꯊꯤꯅꯔꯛꯂꯤ
শেত	ꯁꯦꯠ
লেপ্খ্রে	ꯂꯦꯞꯈ꯭ꯔꯦ
দিৱালিদা	ꯗꯤꯋꯥꯂꯤꯗꯥ
পীবনি	ꯄꯤꯕꯅꯤ
লোইশিনখিবনি	ꯂꯣꯢꯁꯤꯟꯈꯤꯕꯅꯤ
ওমানদুরার	ꯑꯣꯃꯥꯟꯗꯨꯔꯥꯔ
হন্থরক্লিবা	ꯍꯟꯊꯔꯛꯂꯤꯕꯥ
চৎমিন্নশি	ꯆꯠꯃꯤꯟꯅꯁꯤ
শ্বোরদি	ꯁ꯭ꯋꯣꯔꯗꯤ
পরিদা	ꯄꯔꯤꯗꯥ
হায়বখকনা	ꯍꯥꯢꯕꯈꯛꯅꯥ
পত্রনচিংবা	ꯄꯇ꯭ꯔꯅꯆꯤꯡꯕꯥ
খঙ্নখ্রে	ꯈꯪꯅꯈ꯭ꯔꯦ
থোংনবা	ꯊꯣꯡꯅꯕꯥ
প্রসাদপু	ꯄ꯭ꯔꯁꯥꯗꯄꯨ
লুপ্না	ꯂꯨꯞꯅꯥ
তিল্লগা	ꯇꯤꯜꯂꯒꯥ
লেপথোকখ্রে	ꯂꯦꯞꯊꯣꯛꯈ꯭ꯔꯦ
কৎথোক্নবগী	ꯀꯠꯊꯣꯛꯅꯕꯒꯤ
ৱেম্ভ	ꯋꯦꯝ꯭ꯚ
আলিপুরদুৱারদা	ꯑꯥꯂꯤꯄꯨꯔꯗꯨꯋꯥꯔꯗꯥ
খরনি	ꯈꯔꯅꯤ
তান্নবদা	ꯇꯥꯟꯅꯕꯗꯥ
স্টোর	ꯁ꯭ꯇꯣꯔ
ভিনকা	ꯚꯤꯟꯀꯥ
হৌদোক্পদা	ꯍꯧꯗꯣꯛꯄꯗꯥ
লেপশিনবগী	ꯂꯦꯞꯁꯤꯅꯕꯒꯤ
এমসুগী	ꯑꯦꯝꯁꯨꯒꯤ
অনীংবা	ꯑꯅꯤꯡꯕꯥ
মেতরনেল	ꯃꯦꯇꯔꯅꯦꯜ
